	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM2055822_7629_C+_20130705.CEL	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.014381	0.47426	0.94083	0.43766	0.14619	0.43269	0.81294	0.89084	0.75078	0.17578	0.1465	0.2253	0.4815	0.18468	0.58561	0.16365	0.2718	0.21748	0.13102	0.064127	0.29922	0.5033	0.32332	0.36099	0.31374	0.36045	0.44206	0.11624	0.86088	0.19689	0.097922	0.22868	0.86342	0.13863	0.60858	0.92146	0.50405	0.6989	0.2475	0.2407	0.27871	0.2577	0.41673	0.51106	0.63278	0.10649	0.62735	0.27962	0.2973	0.10835	0.82704	0.11009	0.32673	0.61575	0.42492	0.4281	0.17956	0.29908	0.18718	0.81981	0.19923	0.66433	0.22553	0.14537	0.88231	0.29082	0.65088	0.72164	0.21598	0.60367	0.15766	0.55163	0.14523	0.17332	0.83433	0.74492	0.45934	0.22035	0.63572	0.16212	0.47109	0.7024	0.5703	0.64786	0.81778	0.46156	0.58339	0.10722	0.69697	0.47951	0.17247	0.60853	0.58959	0.22965	0.23078	0.74819	0.14817	0.16229	0.75743	0.082804	0.78842
GSM1143376_A2_Pae_G1a_.CEL	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.014452	0.60042	0.65414	0.6761	0.14438	0.46846	0.78777	0.89704	0.68671	0.28561	0.14737	0.17436	0.44428	0.28181	0.51868	0.090219	0.33595	0.16904	0.23216	0.089252	0.48574	0.25279	0.34885	0.50798	0.33675	0.54439	0.13688	0.11751	0.71449	0.37304	0.30755	0.23757	0.74828	0.23941	0.39382	0.69399	0.5156	0.70039	0.15618	0.23989	0.15553	0.47551	0.32448	0.3562	0.69227	0.13937	0.57431	0.44326	0.40371	0.12667	0.57389	0.18778	0.49488	0.76495	0.29413	0.31151	0.21233	0.54097	0.16528	0.66189	0.1595	0.43632	0.21629	0.38496	0.79967	0.16843	0.54826	0.65381	0.21255	0.73478	0.072857	0.65882	0.15625	0.34438	0.42523	0.58265	0.41837	0.16648	0.53286	0.21004	0.52375	0.51321	0.49277	0.55647	0.88552	0.44626	0.8587	0.16024	0.47016	0.48682	0.20111	0.73424	0.50212	0.28517	0.36072	0.79431	0.18884	0.33252	0.62789	0.21586	0.76529
PA14_3-23-07_s2.CEL	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.015122	0.45023	0.80389	0.14303	0.19285	0.44797	0.98151	0.85292	0.73172	0.25097	0.55232	0.27286	0.34811	0.28802	0.18749	0.20242	0.10537	0.56624	0.23928	0.082987	0.50666	0.53432	0.28365	0.24574	0.48921	0.26828	0.28098	0.24495	0.80866	0.2814	0.39596	0.30942	0.83714	0.19364	0.96888	0.83485	0.59574	0.68743	0.38124	0.28128	0.34673	0.25456	0.23418	0.6451	0.28352	0.19035	0.59639	0.35131	0.33392	0.14788	0.65189	0.14826	0.15552	0.67173	0.70377	0.44496	0.31595	0.30007	0.39474	0.72455	0.126	0.91386	0.26869	0.073922	0.57872	0.48592	0.73649	0.88867	0.3549	0.56761	0.46339	0.57814	0.18433	0.084922	0.63114	0.65666	0.58964	0.23125	0.37995	0.28755	0.52728	0.8105	0.51197	0.44391	0.73152	0.52553	0.59895	0.16547	0.87298	0.60205	0.2561	0.42037	0.57411	0.30703	0.16145	0.78612	0.14635	0.20403	0.58824	0.16779	0.90008
GSM838216_PAO1-PM-3_Pae_G1a.CEL	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.016052	0.43711	0.85894	0.63241	0.074388	0.27169	0.74048	0.58844	0.66458	0.42741	0.22527	0.17378	0.60309	0.51507	0.56108	0.083187	0.23755	0.26697	0.51428	0.33321	0.24957	0.63806	0.29394	0.50094	0.10623	0.55711	0.17323	0.14164	0.52314	0.40763	0.66299	0.18594	0.4536	0.14572	0.28661	0.669	0.3539	0.66425	0.30644	0.2438	0.19914	0.29979	0.34482	0.49783	0.91701	0.26153	0.39847	0.42027	0.56542	0.098977	0.70777	0.42412	0.3644	0.41668	0.41541	0.29853	0.10232	0.54558	0.13855	0.76555	0.77027	0.58029	0.14898	0.81472	0.5993	0.23237	0.53325	0.52561	0.24162	0.92351	0.044919	0.53946	0.1363	0.40891	0.68495	0.54685	0.54333	0.18753	0.90786	0.20837	0.40741	0.47471	0.38614	0.67004	1	0.36539	0.51259	0.14873	0.55902	0.66861	0.12721	0.41222	0.59172	0.27757	0.23387	0.55016	0.12826	0.34271	0.64908	0.1777	0.37632
GSM1246481_PA14bvlR_pME6032_rep1.CEL	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.016549	0.45794	0.73488	0.36197	0.50067	0.41594	0.92698	0.91735	0.72227	0.27815	0.23952	0.37577	0.27855	0.27905	0.09443	0.3783	0.10688	0.35795	0.29417	0.10847	0.7623	0.57485	0.37457	0.32399	0.3589	0.29406	0.6246	0.18388	0.88415	0.24532	0.27977	0.31523	0.88968	0.23079	0.45193	0.86449	0.5406	0.63098	0.28108	0.22012	0.33384	0.28226	0.099375	0.32346	0.51524	0.26293	0.68703	0.27717	0.29506	0.16236	0.66587	0.19732	0.19597	0.65138	0.55989	0.50852	0.32934	0.27977	0.22551	0.64447	0.12824	0.79122	0.39729	0.10352	0.71568	0.27807	0.66764	0.71824	0.23953	0.59556	0.23058	0.50414	0.068249	0.045672	0.7565	0.64798	0.57243	0.28804	0.49716	0.25096	0.47251	0.75421	0.39013	0.55236	0.70201	0.4015	0.7277	0.18205	0.44328	0.49647	0.24994	0.49291	0.61715	0.25126	0.11968	0.75668	0.22056	0.38016	0.70639	0.061883	0.79395
GSM821495.CEL	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.016916	0.89351	0.53155	0.21784	0.081833	0.30194	0.68286	0.70954	0.67141	0.37626	0.70536	0.26912	0.43112	0.60307	0.76542	0.22348	0.43686	0.17167	0.18941	0.14697	0.88868	0.35527	0.47808	0.44791	0.27423	0.51425	0.17776	0.16661	0.66125	0.77571	0.71057	0.2267	0.56368	0.094374	0.34964	0.56872	0.25175	0.67393	0.14234	0.20384	0.31013	0.52542	0.28604	0.1891	0.66955	0.09549	0.71534	0.66279	0.39313	0.20757	0.48043	0.4818	0.49468	0.58426	0.3842	0.37979	0.21292	0.64177	0.24226	0.64494	0.14309	0.47308	0.18412	0.64161	0.72433	0.29499	0.50803	0.58244	0.69138	0.60935	0.11049	0.5046	0.15334	0.35938	0.40893	0.64455	0.56658	0.13181	0.2505	0.13538	0.43407	0.62148	0.5771	0.26365	0.7469	0.47788	0.79681	0.17274	0.53614	0.33298	0.19956	0.61255	0.37077	0.2379	0.34988	0.59816	0.15241	0.51856	0.71267	0.36775	0.52559
FT1aerobic_Pae_G1a.CEL	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.017039	0.32011	0.50714	0.42321	0.25314	0.51584	0.42999	0.54726	0.59112	0.22947	0.16122	0.18972	0.46633	0.17372	0.21407	0.28043	0.27185	0.29501	0.27464	0.18793	0.11067	0.40568	0.50288	0.35743	0.28452	0.33658	0.21356	0.16497	0.53812	0.24657	0.42801	0.203	0.3936	0.21731	0.36619	0.27414	0.71184	0.80906	0.30176	0.61855	0.45879	0.30216	0.43874	0.23441	0.57823	0.5949	0.3251	0.25039	0.39646	0.27197	0.40947	0.23628	0.10761	0.51288	0.39852	0.08175	0.24072	0.4281	0.35541	0.55078	0.43769	0.42723	0.18987	0.20265	0.70121	0.32601	0.37265	0.35367	0.29629	0.64061	0.14484	0.44455	0.48212	0.23245	0.35091	0.42705	0.3359	0.33816	0.45724	0.27927	0.36012	0.78257	0.33595	0.28305	0.41012	0.43697	0.3604	0.29776	0.48801	0.29246	0.30083	0.25069	0.55656	0.17551	0.34023	0.45555	0.22454	0.15776	0.63051	0.23178	0.36562
GSM738266.CEL	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.017392	0.56066	0.67704	0.13491	0.1973	0.50719	0.65185	0.69451	0.51748	0.56998	0.63194	0.23318	0.54887	0.7296	0.48437	0.57666	0.272	0.38331	0.18696	0.43412	0.2345	0.39712	0.23266	0.54663	0.041664	0.55594	0.27458	0.1255	0.59134	0.33179	0.69625	0.21571	0.54666	0.22286	0.24009	0.47499	0.2889	0.55974	0.23001	0.13715	0.20669	0.53167	0.31054	0.30364	0.49543	0.18482	0.47836	0.57277	0.32712	0.11097	0.64862	0.42518	0.31274	0.5027	0.2693	0.37131	0.11251	0.81023	0.15833	0.4646	0.077489	0.30505	0.27061	0.75949	0.61681	0.15251	0.35065	0.38996	0.32057	0.59779	0.16252	0.38039	0.13019	0.76111	0.40815	0.37251	0.5591	0.17089	0.14054	0.16298	0.34881	0.48018	0.65148	0.6295	0.65741	0.4005	0.61701	0.11379	0.19446	0.41578	0.17395	0.34032	0.58814	0.48507	0.29675	0.50369	0.17349	0.59699	0.5473	0.16611	0.3218
GSM567691.CEL	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.019523	0.018224	0.34003	0.096607	0.28878	0.43767	0.41854	0.63336	0.45031	0.21912	0.28013	0.11114	0.41472	0.12752	0.10306	0.34873	0.07502	0.3329	0.53443	0.3434	0.30906	0.65553	0.27938	0.27659	0.45536	0.30812	0.41243	0.37038	0.30194	0.033905	0.25851	0.23756	0.69763	0.14386	0.35045	0.2768	0.79831	0.33111	0.31187	0.68498	0.37129	0.27603	0.41975	0.74084	0.41458	0.40514	0.30529	0.097012	0.5378	0.17648	0.1859	0.26209	0.30153	0.45264	0.74887	0.13095	0.49027	0.27749	0.58919	0.46081	0.75767	0.14766	0.31682	0.25182	0.49501	0.61923	0.19314	0.46542	0.36506	0.61891	0.54596	0.41277	0.21353	0.27458	0.47768	0.176	0.1893	0.45495	0.63007	0.39417	0.2576	0.57344	0.51402	0.54066	0.39367	0.28215	0.33077	0.33914	0.595	0.24026	0.32258	0.24081	0.60166	0.11153	0.36641	0.59765	0.12866	0.11089	0.58086	0.19403	0.59537
GSM637590.CEL	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.019641	0.098999	0.6757	0.23138	0.29283	0.34087	0.61091	0.31426	0.40769	0.20634	0.79134	0.13153	0.37198	0.090138	0.24885	0.21963	0.068537	0.57982	0.46411	0.22287	0.27136	0.74361	0.80702	0.099231	0.37836	0.16096	0.41292	0.3661	0.45163	0.13208	0.73795	0.26781	0.76742	0.27384	0.62669	0.51045	0.81226	0.41695	0.68401	0.80156	0.39346	0.36317	0.33365	0.83284	0.64791	0.51528	0.27126	0.36816	0.28624	0.17652	0.41031	0.25223	0.15296	0.44151	0.74153	0.10277	0.33685	0.26968	0.78262	0.55667	0.66803	0.38299	0.22725	0.19836	0.42517	0.67285	0.49235	0.59322	0.44434	0.63869	0.43575	0.40108	0.2301	0.148	0.56875	0.22519	0.27336	0.49219	0.44513	0.46575	0.19421	0.66039	0.26135	0.41283	0.38171	0.41261	0.27104	0.356	0.4474	0.28348	0.29455	0.17469	0.34003	0.15163	0.4021	0.50725	0.12919	0.14481	0.61235	0.18887	0.43884
GSM617297.CEL	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.020737	0.5855	0.53429	0.40707	0.17734	0.27553	0.61704	0.7826	0.50683	0.36505	0.14924	0.26186	0.31645	0.49941	0.14102	0.17748	0.16918	0.17198	0.23985	0.16618	0.20288	0.53897	0.29953	0.56023	0.18461	0.54729	0.15786	0.13595	0.45476	0.31561	0.46587	0.21384	0.6403	0.25397	0.27117	0.55305	0.27111	0.68337	0.19059	0.2433	0.22359	0.31135	0.37477	0.39652	0.79893	0.28382	0.36461	0.39478	0.31122	0.15084	0.54929	0.93537	0.15239	0.51832	0.27835	0.34105	0.26129	0.67649	0.26256	0.51423	0.33309	0.55914	0.22325	0.18419	0.64799	0.31078	0.6735	0.57827	0.28847	0.65866	0.12029	0.48547	0.16961	0.55081	0.35556	0.48744	0.32508	0.17694	0.51692	0.29825	0.38004	0.44883	0.48857	0.45766	0.89083	0.74259	0.61281	0.2219	0.475	0.38969	0.21883	0.51471	0.4105	0.39275	0.16989	0.66092	0.13727	0.41045	0.55177	0.16304	0.43354
GSM155244.CEL	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.021424	0.52181	0.87725	0.10713	0.074148	0.38168	0.76115	0.1085	0.67894	0.13227	0.41981	0.31614	0.47356	0.32987	0.47129	0.12334	0.42932	0.44566	0.16168	0.060469	0.24629	0.80551	0.25049	0.17583	0.36591	0.077219	0.17288	0.10238	0.83734	0.1721	0.15795	0.24408	0.75714	0.14783	0.69291	0.91896	0.51572	0.67144	0.35158	0.22351	0.21318	0.15051	0.74705	0.67783	0.37106	0.11705	0.61343	0.31322	0.18692	0.087155	0.67022	0.08327	0.31172	0.62474	0.63286	0.47027	0.13055	0.27809	0.20455	0.80887	0.037618	0.88068	0.18435	0.078105	0.66159	0.29001	0.80277	0.72772	0.30582	0.50268	0.35167	0.45881	0.15124	0.10808	0.49187	0.75082	0.52279	0.14912	0.40314	0.10275	0.44489	0.65358	0.73493	0.59656	0.69427	0.3676	0.58946	0.14541	0.80147	0.43977	0.19725	0.34925	0.71635	0.20242	0.28849	0.60971	0.11924	0.45545	0.57081	0.17984	0.81208
