	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM267248.CEL	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.96816	0.63188	0.95309	0.71956	0.60593	0.77773	0.98596	0.81521	1	0.48686	0.36091	0.73761	0.75148	0.31612	0.76386	0.3117	0.52923	0.347	0.42125	0.29955	0.30729	0.25924	0.51029	0.66097	0.39762	0.5302	0.66096	0.4067	0.94267	0.44969	0.21928	0.40005	0.9812	0.7566	0.48214	0.96354	0.81046	1	0.30241	0.22242	0.31958	0.36142	0.58902	0.77371	0.89101	0.31193	0.83854	0.64911	0.59247	0.31627	1	0.42827	0.92016	0.99386	0.601	0.70161	0.51405	0.74267	0.11861	0.85198	0.32595	1	0.47593	0.3029	0.98855	0.26147	0.67551	0.90291	0.34735	1	0.41983	0.68767	0.34323	0.28706	0.94897	0.89729	0.53803	0.4099	0.72042	0.76286	0.54257	1	0.6085	0.45137	1	0.38922	0.85432	0.43553	0.71514	0.67706	0.43217	0.55929	1	0.59921	0.57095	0.95235	0.34041	0.44785	0.81717	0.38524	0.9486
GSM774095_CF66-1992b.CEL	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.9692	0.50069	1	0.2887	0.33538	0.98634	1	0.48599	1	0.43485	0.4533	0.21702	0.55803	0.41582	0.21077	0.31201	0.17074	0.60191	0.34067	0.19237	0.18931	1	0.91263	0.27385	0.35402	0.22754	0.75886	0.23	1	0.33958	0.4564	0.40403	1	0.36576	0.99332	1	0.77247	0.92994	0.41166	0.36151	0.50267	0.438	0.76494	1	0.27614	0.29165	0.89645	0.50326	0.44222	0.21467	1	0.29583	0.44297	1	1	0.60284	0.53136	0.58166	0.63002	1	0.20007	1	0.41546	0.25936	1	0.49493	1	1	0.31305	0.85463	0.40149	0.80927	0.2291	0.26187	1	0.94679	0.88398	0.42494	0.49682	0.44414	0.74382	0.99472	0.83523	0.83676	0.91205	0.68214	1	0.25704	0.4729	0.65045	0.28429	0.51183	1	0.42689	0.45161	1	0.12301	0.29853	1	0.28229	1
GSM1206644_WT-PYR-2.CEL	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.96979	0.68647	0.87554	0.29484	0.16303	0.79232	0.76844	0.54737	0.94775	0.49996	0.24471	0.37688	0.70295	0.28325	0.37705	0.40439	0.39588	0.39975	0.44271	0.24913	0.38375	0.10144	0.36585	0.38229	0.41553	0.36768	0.2674	0.42497	0.71329	0.38002	0.471	0.4029	0.69816	0.61456	0.37046	0.67947	0.91309	0.78889	0.39741	0.58368	0.54226	0.34283	0.33682	0.29924	0.38889	0.901	0.86939	0.3208	0.63386	0.29915	0.79904	0.52609	0.64358	0.72821	1	0.40957	0.75301	0.53147	0.65053	0.70893	0.371	0.70166	0.4542	0.37395	0.9751	0.62861	0.41703	0.30985	0.46391	0.95252	0.24698	0.80685	0.49536	0.12578	0.55935	0.64549	0.74772	0.46548	0.67366	0.64327	0.32625	1	0.58052	0.56328	0.50062	0.52672	0.61419	0.34819	0.96158	0.42978	0.5597	1	0.66669	0.1185	0.57162	0.97499	0.384	1	0.36505	0.25741	0.51419
GSM821506.CEL	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.97103	0.85058	0.99674	0.62749	0.16969	0.43676	1	0.702	1	0.41406	0.21123	0.45487	0.63998	0.63535	1	0.10171	0.67377	0.27076	0.26254	0.12416	1	0.77407	0.48217	0.36542	0.3495	0.32663	0.24436	0.17405	1	1	0.44711	0.32399	1	0.17786	1	1	0.44113	0.82178	0.31599	0.45201	0.57199	0.51866	0.5996	0.74348	1	0.069792	0.88306	0.7794	0.5785	0.13409	0.89987	0.23661	0.67588	0.94814	0.74256	0.57413	0.23767	0.58441	0.30207	1	0.31751	0.92625	0.15347	0.25601	1	0.49379	1	1	0.33388	1	0.17797	0.75573	0.255	0.19266	0.67109	1	0.77595	0.23423	0.60837	0.24834	0.605	1	0.81664	0.61633	1	0.76342	1	0.18875	0.86152	0.78215	0.26145	0.68763	0.81105	0.35149	0.32613	1	0.55899	0.66941	0.89154	0.35593	1
GSM1267101_HZI1967_Pae_G1a.CEL	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.9713	0.91608	1	0.42621	0.63623	0.48036	1	1	0.84331	0.38363	0.28923	0.61287	0.87502	0.48858	1	0.24151	0.53973	0.59436	0.63945	0.24074	0.46044	0.68552	0.45702	0.40245	0.35796	0.29964	0.39589	0.26326	0.90156	0.4644	0.50001	0.42458	0.91411	0.29412	0.4625	0.91324	0.5041	0.83492	0.27069	0.34622	0.68726	0.36829	0.51288	0.74821	0.34361	0.41769	0.77885	0.57252	0.4967	0.34924	0.72023	0.48233	0.66017	0.88483	0.57302	0.62277	0.3734	0.67829	0.35913	1	0.24304	0.90244	0.53078	0.85699	0.84588	0.287	0.69612	0.93989	0.33913	0.72631	0.3192	0.63074	0.33736	0.48801	0.70363	0.71836	0.80692	0.28958	0.22143	0.50694	0.41229	0.75399	0.872	0.58817	0.95771	0.56792	0.72294	0.19971	1	0.48194	0.24551	0.90089	0.81165	0.37411	0.68694	0.72571	0.38395	0.56839	0.97185	0.43056	0.69409
GSM774106_CF173-1984a.CEL	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.42764	1	0.30598	0.33881	0.92493	1	0.66834	1	0.48674	0.32215	0.4146	0.58929	0.26603	0.23747	0.37835	0.16015	0.50068	0.39117	0.25481	0.30546	0.83662	0.85424	0.31057	0.3916	0.19375	0.88933	0.27366	0.58795	0.40137	0.49579	0.45116	1	0.43186	0.84875	1	0.8761	0.95587	0.43486	0.49527	0.48261	0.39291	0.87037	1	0.31534	0.35582	0.85659	0.59779	0.51739	0.22796	1	0.3736	0.42127	1	1	0.57599	0.42859	0.62846	0.6896	1	0.1916	1	0.44776	0.15498	1	0.53286	1	0.78191	0.3997	0.81896	0.436	0.95878	0.24816	0.36226	1	1	0.75197	0.35342	0.91769	0.46482	0.87772	1	0.90301	1	0.80795	0.78225	1	0.31976	0.52984	0.5909	0.37336	0.64361	1	0.48247	0.57916	1	1	0.31092	1	0.2865	1
GSM537321.CEL	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.97321	0.44721	1	0.13869	0.35931	0.59946	0.7593	0.59949	0.77564	0.86199	0.51848	0.62282	1	0.43961	0.93351	0.47993	1	0.90467	1	0.32037	0.38845	0.85585	0.38486	0.49905	0.43609	0.35729	0.39349	0.3435	0.25059	0.44545	0.29403	0.43044	0.15656	0.35815	0.22994	0.42915	0.71533	0.60575	0.15394	0.40755	0.44426	0.69237	0.97401	0.53024	0.17733	1	0.4125	0.56455	0.24246	0.15603	0.72704	0.32312	0.91233	0.56335	0.57779	0.7555	0.68511	0.83926	0.56998	0.83875	0.3282	0.77634	0.40424	0.52136	0.78846	0.53501	0.67049	0.828	0.38804	0.48676	0.3478	1	1	0.96857	0.64665	0.86702	0.83328	0.28938	0.14874	0.45757	0.038933	1	0.94364	0.4782	0.43217	0.79749	0.57594	0.24437	0.5555	0.52299	0.29031	0.77178	0.84365	0.14069	0.88073	0.44449	0.54938	0.71728	0.75008	1	0.29123
GSM871973.CEL	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.97428	0.44579	0.39558	0.48598	0.34817	0.29552	0.64355	0.70527	0.81135	0.6321	0.28311	0.64556	0.74119	0.17963	0.59203	0.51064	0.42951	0.38191	0.71403	0.33433	0.30897	0.48691	0.42226	0.4884	0.46469	0.55135	0.56342	0.52037	0.48215	0.45844	0.47853	0.78498	0.75079	0.546	0.85694	0.82853	0.65681	0.57808	0.49349	0.51208	0.4217	0.39103	0.69593	0.73354	0.47076	0.28586	0.47761	0.61956	0.7704	0.38108	0.86408	0.38327	1	0.74385	0.80691	0.73408	0.53272	0.70446	0.58943	0.33127	0.62384	0.68887	0.51141	0.64313	0.77847	0.58525	0.8092	0.79278	0.55192	0.61256	0.71003	0.32556	0.50441	0.30418	0.54871	0.67648	0.53006	0.55739	0.065931	0.60942	0.39704	0.69721	1	0.8377	0.55957	0.84422	0.87481	0.59061	0.52073	0.87401	0.72566	0.5912	0.81056	0.71001	0.73336	0.44488	0.20522	0.27259	0.60111	0.74426	0.89247
GSM356957.CEL	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.97444	0.55944	0.82962	0.64782	0.82227	0.53882	0.68748	0.61235	0.91307	0.70169	0.43103	0.87937	0.84249	0.35075	0.46644	0.339	0.30732	0.40887	0.66856	0.32736	0.42984	0.4686	0.60008	0.62139	0.60189	0.49	0.63637	0.49952	0.23345	0.62951	0.3276	0.61385	0.58367	0.6877	0.61534	0.80497	0.81073	0.85139	0.35676	0.63314	0.64737	0.35141	0.54344	0.66324	0.7961	0.50843	0.84502	0.74754	0.73785	0.44041	0.90845	0.46157	1	0.97923	0.69275	1	0.80749	0.77786	0.20297	0.82234	0.70446	0.92915	0.71432	0.44064	0.78133	0.38511	0.66356	0.56584	0.44174	0.71487	0.88858	0.75158	0.32839	0.39276	1	0.88305	0.52093	0.54566	0.3066	0.96677	0.49269	0.85202	0.9019	0.52319	0.66273	0.55187	0.90032	0.52578	0.54635	0.66262	0.67494	0.54901	1	0.87938	0.58418	0.64921	0.50947	0.44248	0.63305	0.50658	0.7058
GSM155241.CEL	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.97462	0.73152	1	0.24569	0.2461	0.36771	1	0.17436	0.97025	0.2896	0.27737	0.31565	0.81854	0.70507	0.85468	0.19663	0.53333	0.62624	0.198	0.066875	0.3632	1	0.6452	0.40289	0.2729	0.20336	0.33682	0.10703	1	0.64533	0.29011	0.29892	1	0.21051	0.87335	1	0.55257	0.97387	0.38681	0.6547	0.27837	0.35243	0.88848	1	0.89548	0.17564	0.71598	0.4285	0.66156	0.15893	0.86387	0.22016	0.45834	0.84901	0.77059	0.60095	0.026142	0.67501	0.16846	1	0.11135	1	0.39746	0.12515	0.99945	0.39041	1	0.80292	0.32303	0.87737	0.30194	0.62996	0.1672	0.23419	0.81067	1	0.59224	0.18936	1	0.16718	0.69986	0.79868	0.89206	0.79373	1	0.53775	0.96293	0.14898	1	0.48508	0.28056	0.43915	0.78083	0.25301	0.35073	1	0.1629	0.36365	0.84086	0.31795	1
GSM334315.CEL	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.97551	0.92033	1	0.75784	0.20536	0.86496	1	1	1	0.25966	0.31003	0.23027	0.70796	0.32909	0.8318	0.47752	0.52767	0.41039	0.26939	0.26424	1	0.79133	0.73256	0.51638	0.30908	0.44609	0.32638	0.26244	1	0.32177	0.34835	0.4854	1	0.31145	0.48608	1	0.85651	1	0.52304	0.66198	0.50061	0.50284	0.53423	0.85171	1	0.5103	0.9715	0.47304	0.65452	0.23893	0.98376	0.22429	0.4638	1	0.70636	0.73015	0.65746	0.52282	0.24048	1	0.45138	0.965	0.38003	0.31521	1	0.55735	0.98028	0.99621	0.37152	1	0.35464	0.61035	0.31462	0.24281	0.65419	1	0.68183	0.25326	0.83427	0.32714	0.53421	1	1	0.78646	1	0.80972	0.74417	0.26461	1	0.88362	0.2925	0.59959	0.74779	0.30534	0.44496	1	0.12063	0.532	1	0.34622	0.82463
GSM711452.CEL	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.97607	0.67121	0.99552	1	0.23024	1	0.83956	1	0.74513	0.62964	0.08147	0.17331	1	0.82268	0.82478	0.13244	0.7748	0.39234	0.13702	0.090338	0.21473	1	0.73127	0.67798	0.31514	0.80815	0.55839	0.084269	0.61447	0.3379	0.43684	0.19537	0.91602	0.15507	0.50325	1	0.62385	0.95915	0.51136	0.59388	0.31214	0.67096	0.64461	1	1	0.059562	0.5569	0.92815	1	0.2366	0.69581	0.50688	0.32545	0.46834	0.030498	0.34416	0.12635	0.96499	0.49526	0.90914	1	0.55994	0.16442	0.63632	1	0.53488	0.68756	1	0.30833	1	0.1974	0.56168	0.21788	0.69154	0.65908	0.46012	0.605	0.41305	0.93583	0.091005	0.84767	1	0.87807	0.86517	1	0.92234	0.997	0.20012	0.54818	0.75746	0.46577	0.45599	1	0.77186	0.46023	1	0.29076	0.29981	0.96391	0.53815	0.48287
GSM1420995_anr_control2.CEL	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.97659	0.74859	1	0.15079	0.3911	0.62029	1	0.71948	1	0.31458	0.17734	0.39678	0.67139	0.3858	0.75234	0.35379	0.5864	0.37048	0.22702	0.08099	0.29491	0.95061	0.32482	0.41512	0.63908	0.37222	0.72777	0.18803	1	0.26885	0.058055	0.35837	1	0.27204	0.9547	1	0.7897	1	0.46594	0.40325	0.43218	0.30342	0.9571	1	0.12812	0.16464	0.95354	0.45517	0.3077	0.1901	1	0.17113	0.59458	0.91392	0.86599	0.79438	0.31564	0.42008	0.27758	1	0.10385	1	0.42631	0.13865	1	0.4696	1	1	0.34015	0.81778	0.23545	0.89793	0.22863	0.18304	1	1	0.64464	0.24406	0.99902	0.37425	0.7238	1	0.94663	0.89595	1	0.54874	0.91867	0.18753	1	1	0.28201	0.54786	0.849	0.28331	0.47131	1	0.19401	0.21761	1	0.23425	1
